Village_List,Vilage_List_Description,Cell_List,Cell_List_Description,Sector_List,Sector_List_Description,District_List,District_List_Description,Province_List,Province_List_Description
OL01005179,Mubuga,OL02001810,Nyabisindu,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005181,Nkenke,OL02001810,Nyabisindu,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005183,Nyanzamura,OL02001810,Nyabisindu,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005185,Rugarama,OL02001810,Nyabisindu,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005187,Shaba,OL02001810,Nyabisindu,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005189,Birembo,OL02001815,Rugarama,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005191,Birinjo,OL02001815,Rugarama,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005193,Gasharu,OL02001815,Rugarama,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005195,Kabumba,OL02001815,Rugarama,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005197,Kakarusho,OL02001815,Rugarama,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005199,Kanyurapfundo,OL02001815,Rugarama,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005201,Nyagahinga,OL02001815,Rugarama,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005203,Ruhinga,OL02001815,Rugarama,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005205,Ryaruhimbya,OL02001815,Rugarama,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005207,Gasharu,OL02001820,Shanga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005209,Akaderege,OL02001820,Shanga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005211,Gaseke,OL02001820,Shanga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005213,Kabicuki,OL02001820,Shanga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005215,Ntuntu,OL02001820,Shanga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005217,Nyamirama,OL02001820,Shanga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005219,Serugenzi,OL02001820,Shanga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005221,Buremera,OL02001825,Byinza,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005223,Gakoni,OL02001825,Byinza,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005225,Nyarurama,OL02001825,Byinza,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005227,Rwerinka,OL02001825,Byinza,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005229,Cyegera,OL02001830,Gahana,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005231,Gasaka,OL02001830,Gahana,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005233,Gihana,OL02001830,Gahana,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005235,Rugarama,OL02001830,Gahana,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005237,Sogwe,OL02001830,Gahana,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005239,Hanika,OL02001835,Gitovu,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005241,Karambo,OL02001835,Gitovu,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005243,Kinazi,OL02001835,Gitovu,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005245,Muti,OL02001835,Gitovu,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005247,Nyarugunga,OL02001835,Gitovu,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005249,Nyarusange,OL02001835,Gitovu,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005251,Rubona,OL02001835,Gitovu,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005253,Ruvugizo,OL02001835,Gitovu,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005255,Kibiraro,OL02001840,Kabona,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005257,Mujyejuru,OL02001840,Kabona,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005259,Munyu,OL02001840,Kabona,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005261,Remera,OL02001840,Kabona,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005263,Rwambariro,OL02001840,Kabona,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005265,Butare,OL02001845,Sazange,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005267,Gahondo,OL02001845,Sazange,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005269,Giseke,OL02001845,Sazange,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005271,Kigarama,OL02001845,Sazange,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005273,Mukuzanyana,OL02001845,Sazange,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005275,Nyabisindu,OL02001845,Sazange,OL03000385,Kinazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005277,Buremera,OL02001850,Buremera,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005279,Gasarabuye,OL02001850,Buremera,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005281,Kinazi,OL02001850,Buremera,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005283,Nkorwe,OL02001850,Buremera,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005285,Gitabure,OL02001855,Gasumba,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005287,Gitwa,OL02001855,Gasumba,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005289,Kinombe,OL02001855,Gasumba,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005291,Taba,OL02001855,Gasumba,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005293,Gasharu,OL02001860,Kabuye,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005295,Murama,OL02001860,Kabuye,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005297,Nyamvumba,OL02001860,Kabuye,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005299,Nyarusange,OL02001860,Kabuye,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005301,Rukeri,OL02001860,Kabuye,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005303,Bwegera,OL02001865,Kanyinya,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005305,Gikomero,OL02001865,Kanyinya,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005307,Kabirombe,OL02001865,Kanyinya,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005309,Kayeye,OL02001865,Kanyinya,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005311,Gasororo,OL02001870,Shanga,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005313,Gatyazo,OL02001870,Shanga,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005315,Kabirizi,OL02001870,Shanga,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005317,Mpinga,OL02001870,Shanga,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005319,Nyamiyaga,OL02001870,Shanga,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005321,Nyantende,OL02001870,Shanga,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005323,Rutontwe,OL02001870,Shanga,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005325,Shyinga,OL02001870,Shanga,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005327,Gisagara,OL02001875,Shyembe,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005329,Kagoma,OL02001875,Shyembe,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005331,Karambi,OL02001875,Shyembe,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005333,Karambo,OL02001875,Shyembe,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005335,Kigarama,OL02001875,Shyembe,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005337,Kizi,OL02001875,Shyembe,OL03000390,Maraba,OL04000035,Huye,OL05000010,Amajyepfo
OL01005339,Agasharu,OL02001880,Gatobotobo,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005341,Akanyinya,OL02001880,Gatobotobo,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005343,Bigangara,OL02001880,Gatobotobo,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005345,Kanyaruhinda,OL02001880,Gatobotobo,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005347,Mpinga,OL02001880,Gatobotobo,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005349,Rubona,OL02001880,Gatobotobo,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005351,Rwabuye,OL02001880,Gatobotobo,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005353,Gakombe,OL02001885,Kabuga,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005355,Gasharu,OL02001885,Kabuga,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005357,Gicubuka,OL02001885,Kabuga,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005359,Mpinga,OL02001885,Kabuga,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005361,Ndobogo,OL02001885,Kabuga,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005363,Rwezamenyo,OL02001885,Kabuga,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005365,Kagera,OL02001890,Mutunda,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005367,Kigusa,OL02001890,Mutunda,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005369,Kimuna,OL02001890,Mutunda,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005371,Kinyana,OL02001890,Mutunda,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005373,Rugarama,OL02001890,Mutunda,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005375,Ruryango,OL02001890,Mutunda,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005377,Bumbogo,OL02001895,Mwulire,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005379,Cyayove,OL02001895,Mwulire,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005381,Gitwa,OL02001895,Mwulire,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005383,Kaburuba,OL02001895,Mwulire,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005385,Murambi,OL02001895,Mwulire,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005387,Taba,OL02001895,Mwulire,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005389,Gahanga,OL02001900,Rugango,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005391,Kabakono,OL02001900,Rugango,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005393,Kamunyinya,OL02001900,Rugango,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005395,Kanzeyi,OL02001900,Rugango,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005397,Kibiraro,OL02001900,Rugango,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005399,Kigarama,OL02001900,Rugango,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005401,Mpinga,OL02001900,Rugango,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005403,Ngeri,OL02001900,Rugango,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005405,Nyabisindu,OL02001900,Rugango,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005407,Nyamirundi,OL02001900,Rugango,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005409,Buhoro,OL02001905,Rusagara,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005411,Gitwa,OL02001905,Rusagara,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005413,Kibirizi,OL02001905,Rusagara,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005415,Cyingoma,OL02001905,Rusagara,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005417,Ruhuha,OL02001905,Rusagara,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005419,Cyahafi,OL02001910,Tare,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005421,Gashikiri,OL02001910,Tare,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005423,Kagarama,OL02001910,Tare,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005425,Kavumu,OL02001910,Tare,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005427,Kigwene,OL02001910,Tare,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005429,Rupango,OL02001910,Tare,OL03000395,Mbazi,OL04000035,Huye,OL05000010,Amajyepfo
OL01005431,Bweramana,OL02001915,Bukomeye,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005433,Cyiri,OL02001915,Bukomeye,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005435,Gahanga,OL02001915,Bukomeye,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005437,Gasunzwe,OL02001915,Bukomeye,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005439,Kigarama,OL02001915,Bukomeye,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005441,Kizenga,OL02001915,Bukomeye,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005443,Nyagakingi,OL02001915,Bukomeye,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005445,Sata,OL02001915,Bukomeye,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005447,Shingangabo,OL02001915,Bukomeye,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005449,Taba,OL02001915,Bukomeye,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005451,Akagarama,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005453,Akayenzi,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005455,Akogo,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005457,Amasanganzira,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005459,Kabeza,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005461,Akabutora,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005463,Mpinga,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005465,Nyagasambu,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005467,Remera,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005469,Rujumbura,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005471,Rusenyi,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005473,Taba,OL02001920,Buvumu,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005475,Akabuga,OL02001925,Icyeru,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005477,Akamahinda,OL02001925,Icyeru,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005479,Gakombe,OL02001925,Icyeru,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005481,Nyagisenyi,OL02001925,Icyeru,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005483,Nyarusambu,OL02001925,Icyeru,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005485,Agakera,OL02001930,Rango A,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005487,Agakombe,OL02001930,Rango A,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005489,Gaseke,OL02001930,Rango A,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005491,Kabahora,OL02001930,Rango A,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005493,Mpaza,OL02001930,Rango A,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005495,Nyamata,OL02001930,Rango A,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005497,Rwinuma,OL02001930,Rango A,OL03000400,Mukura,OL04000035,Huye,OL05000010,Amajyepfo
OL01005499,Akabuye,OL02001935,Butare,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005501,Bukinanyana,OL02001935,Butare,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005503,Buye,OL02001935,Butare,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005505,Gasoro,OL02001935,Butare,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005507,Kabutare,OL02001935,Butare,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005509,Karubanda,OL02001935,Butare,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005511,Mamba,OL02001935,Butare,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005513,Busenyi,OL02001935,Butare,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005515,Taba,OL02001935,Butare,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005517,Gatoki,OL02001940,Kaburemera,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005519,Kaguhu,OL02001940,Kaburemera,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005521,Karambi,OL02001940,Kaburemera,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005523,Nyabubare,OL02001940,Kaburemera,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005525,Nyagapfizi,OL02001940,Kaburemera,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005527,Rugarama,OL02001940,Kaburemera,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005529,Runga,OL02001940,Kaburemera,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005531,Gafurwe,OL02001945,Matyazo,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005533,Kabeza,OL02001945,Matyazo,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005535,Kamucuzi,OL02001945,Matyazo,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005537,Nyabitare,OL02001945,Matyazo,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005539,Rurenda,OL02001945,Matyazo,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005541,Rusisiro,OL02001945,Matyazo,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005543,Ruvuzo,OL02001945,Matyazo,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005545,Ngoma  V,OL02001950,Ngoma,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005547,Ngoma I,OL02001950,Ngoma,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005549,Ngoma III,OL02001950,Ngoma,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005551,Ngoma IV,OL02001950,Ngoma,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005553,Ngoma VI,OL02001950,Ngoma,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005555,Ngoma II,OL02001950,Ngoma,OL03000405,Ngoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005557,Kamuhoza,OL02001955,Busheshi,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005559,Kibyagira,OL02001955,Busheshi,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005561,Nyabijyo,OL02001955,Busheshi,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005563,Nyagatovu,OL02001955,Busheshi,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005565,Umuyange,OL02001955,Busheshi,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005567,Dutare,OL02001960,Gatovu,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005569,Karambo,OL02001960,Gatovu,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005571,Kigoma,OL02001960,Gatovu,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005573,Kiyanza,OL02001960,Gatovu,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005575,Murama,OL02001960,Gatovu,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005577,Gakoni,OL02001965,Karama,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005579,Kampogo,OL02001965,Karama,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005581,Nyakigezi,OL02001965,Karama,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005583,Rukubiro,OL02001965,Karama,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005585,Umuyinza,OL02001965,Karama,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005587,Bwankusi,OL02001970,Mara,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005589,Gashikiri,OL02001970,Mara,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005591,Gitwa,OL02001970,Mara,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005593,Karambo,OL02001970,Mara,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005595,Rwamara,OL02001970,Mara,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005597,Agasharu,OL02001975,Muhororo,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005599,Kinziramuhindo,OL02001975,Muhororo,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005601,Nyakabingo,OL02001975,Muhororo,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005603,Shyara,OL02001975,Muhororo,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005605,Taba,OL02001975,Muhororo,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005607,Agasharu,OL02001980,Rugogwe,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005609,Akanyana,OL02001980,Rugogwe,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005611,Umurambi,OL02001980,Rugogwe,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005613,Igerero,OL02001985,Ruhashya,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005615,Kigarama,OL02001985,Ruhashya,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005617,Mbagabaga,OL02001985,Ruhashya,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005619,Muginga,OL02001985,Ruhashya,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005621,Rugarama,OL02001985,Ruhashya,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005623,Rwamabare,OL02001985,Ruhashya,OL03000410,Ruhashya,OL04000035,Huye,OL05000010,Amajyepfo
OL01005625,Gasaka,OL02001990,Buhimba,OL03000415,Rusatira,OL04000035,Huye,OL05000010,Amajyepfo
OL01005627,Agasharu,OL02001990,Buhimba,OL03000415,Rusatira,OL04000035,Huye,OL05000010,Amajyepfo
OL01005629,Impinga,OL02001990,Buhimba,OL03000415,Rusatira,OL04000035,Huye,OL05000010,Amajyepfo
OL01005631,Kanyirankuba,OL02001990,Buhimba,OL03000415,Rusatira,OL04000035,Huye,OL05000010,Amajyepfo
OL01005633,Karubona,OL02001990,Buhimba,OL03000415,Rusatira,OL04000035,Huye,OL05000010,Amajyepfo
OL01005635,Kinkanga,OL02001990,Buhimba,OL03000415,Rusatira,OL04000035,Huye,OL05000010,Amajyepfo
OL01005637,Mucunda,OL02001990,Buhimba,OL03000415,Rusatira,OL04000035,Huye,OL05000010,Amajyepfo
OL01005639,Rugarama,OL02001990,Buhimba,OL03000415,Rusatira,OL04000035,Huye,OL05000010,Amajyepfo
OL01005641,Kabuga,OL02001995,Gafumba,OL03000415,Rusatira,OL04000035,Huye,OL05000010,Amajyepfo
